lat,lng,value
-10,-54,0.001
-11,25,0.008
56,104,0.001
-38,-73,0.008
-3,141,0.01
47,16,0.028
44,6,0.008
23,42,0.009
19,103,0.01
34,-101,0.002
-23,-48,0.022
44,-107,0.001
58,52,0.002
38,47,0.022
15,16,0.001
14,-15,0.024
10,-8,0.008
14,42,0.001
14,31,0.003
38,-102,0.001
34,-3,0.025
15,-95,0
49,41,0.004
48,-80,0.001
2,46,0.046
1,21,0.004
-18,49,0.02
16,105,0.044
-22,56,0.02
-3,103,0.016
26,99,0.006
40,114,0.072
5,11,0.082
-18,-60,0.001
16,-16,0.007
53,-122,0.002
50,92,0.001
12,-13,0.007
49,-121,0.002
59,61,0.007
40,1,0.008
36,12,0.002
-31,-58,0.003
6,-68,0.001
40,-104,0.006
39,107,0.034
54,63,0.002
50,30,0.012
26,40,0.003
-22,-50,0.02
41,82,0.007
3,23,0.007
2,114,0.001
51,124,0.001
45,30,0.007
21,44,0.01
-3,18,0.005
-6,40,0.024
-7,-37,0.013
30,131,0.001
60,18,0.005
17,-10,0.001
32,96,0.001
31,-109,0.002
28,35,0.001
-29,-48,0.006
8,-10,0.028
-30,-63,0.001
55,74,0.023
51,71,0.002
-3,120,0.013
31,68,0.008
28,-110,0.005
27,57,0.013
4,8,0.11
21,79,0.101
-1,19,0.011
-5,-48,0.002
31,101,0.003
46,17,0.038
22,27,0
-2,29,0.035
-8,-77,0.005
-6,108,0.001
-25,30,0.026
5,10,0.03
46,-92,0.007
-34,116,0.003
57,47,0.003
37,60,0.009
33,53,0.003
28,95,0.004
9,43,0.037
-10,27,0.005
-15,33,0.006
22,117,0.01
37,-87,0.015
-4,-80,0.01
13,-9,0.004
9,-4,0.004
46,126,0.049
43,-96,0.008
24,38,0.002
-22,-54,0.002
0,36,0.063
67,55,0.001
47,52,0.006
43,73,0.002
24,-107,0.029
23,46,0.005
1,102,0.017
15,99,0.006
-23,-68,0.003
11,32,0.004
25,77,0.061
38,75,0.001
35,119,0.213
37,112,0.073
15,-12,0.008
11,9,0.156
10,28,0.004
38,-74,0.001
53,76,0.001
49,69,0
44,143,0.004
25,59,0.001
5,48,0.001
2,18,0
-18,-51,0.004
-22,28,0.004
48,99,0
26,119,0.062
-12,-74,0.005
40,86,0
39,-83,0.023
35,-78,0.044
12,15,0.011
-12,37,0.004
59,25,0.018
39,62,0.003
36,-88,0.008
35,67,0.009
30,-114,0.001
-8,-39,0.022
39,79,0.006
54,59,0.006
53,128,0.001
50,66,0
30,61,0.004
-39,176,0.002
26,76,0.142
7,-2,0.032
57,-4,0.004
17,-76,0.011
-3,-59,0.006
-26,24,0.001
-27,-61,0.002
45,66,0.001
60,-1,0.001
41,75,0.002
30,95,0.001
4,-58,0.001
-16,-63,0.001
32,68,0.008
31,-89,0.01
28,63,0.002
8,26,0
-16,40,0.027
-39,-60,0.002
55,14,0.019
31,24,0.001
28,-82,0.048
42,-87,0.058
21,115,0.001
-1,39,0.008
33,115,0.294
-6,141,0.001
46,45,0.004
45,134,0.006
42,60,0.026
-11,33,0.003
22,55,0.004
6,1,0.043
52,-106,0.008
9,-70,0.027
46,-64,0.006
-11,-77,0.008
-14,19,0.001
57,27,0.003
56,10,0.017
52,5,0.127
10,124,0.138
43,-117,0
24,91,0.452
-33,152,0.013
34,129,0.014
-4,-52,0.001
44,47,0.002
43,-100,0
24,74,0.08
67,35,0.001
13,108,0.01
-28,33,0.01
44,-66,0
23,82,0.052
20,-156,0.004
38,-8,0.013
14,-86,0.015
11,28,0.005
-13,30,0.004
61,22,0.005
58,44,0.001
34,54,0.002
49,84,0.002
48,-95,0.001
10,48,0.001
-37,145,0.004
53,32,0.005
48,8,0.059
5,20,0.003
1,-51,0
48,87,0.002
-12,-62,0.003
-32,-59,0.009
40,58,0.003
39,-111,0.002
36,53,0.05
12,75,0.029
-31,-51,0.058
39,34,0.035
36,-108,0.003
-8,-35,0.066
29,105,0.214
7,17,0.007
-17,27,0.005
54,23,0.01
30,41,0.002
6,35,0.002
12,120,0.001
18,102,0.008
36,129,0.046
17,29,0.001
51,-115,0.001
32,113,0.194
27,-105,0.004
45,-69,0.001
41,-72,0.068
-16,-75,0
21,-79,0.01
32,24,0
31,11,0.001
-25,-60,0.001
46,10,0.014
33,79,0.001
66,22,0.001
-29,26,0.001
-48,-66,0
19,-81,0.001
18,42,0.009
33,0,0.002
-5,-79,0.011
22,94,0.007
0,118,0.006
52,17,0.038
13,42,0.006
9,51,0.001
-10,-45,0.001
24,95,0.017
-35,-61,0.005
33,-98,0.005
44,43,0.018
43,-8,0.024
1,173,0.001
-4,23,0.003
13,80,0.127
47,12,0.032
44,-70,0.007
62,26,0.006
23,118,0.03
14,6,0.029
10,1,0.022
62,9,0.001
14,21,0.002
11,-63,0.005
29,9,0
-9,-74,0.005
-13,-69,0.001
20,94,0.023
48,44,0.003
44,103,0
5,40,0.006
35,-87,0.007
-19,46,0.004
53,-111,0.001
48,123,0.007
29,-113,0
14,109,0.028
63,43,0
40,30,0.08
-20,-45,0.007
35,-6,0.008
16,44,0.045
-8,18,0.007
7,100,0.038
40,-83,0.022
36,-80,0.021
17,78,0.105
50,23,0.03
27,104,0.073
-17,47,0.008
51,79,0.001
53,88,0.028
50,-118,0.001
30,5,0.001
7,-58,0.001
6,127,0.006
-17,-64,0.003
-6,17,0.01
-35,-56,0.058
30,120,0.102
45,10,0.209
17,25,0.001
32,133,0.003
31,-82,0.006
-7,31,0.006
-26,-65,0.006
41,-92,0.005
3,101,0.003
52,113,0
51,42,0.006
32,-4,0.008
28,-9,0.002
27,36,0.001
4,29,0.002
-1,110,0.033
-36,147,0.001
32,-85,0.01
31,80,0.001
46,38,0.001
8,-79,0.011
19,42,0.014
33,107,0.037
-5,36,0.021
-6,133,0.003
65,73,0.001
19,-101,0.047
37,23,0.013
52,-66,0
-2,113,0.003
-10,32,0.006
-2,11,0.001
22,90,0.26
56,50,0.006
37,8,0.001
52,45,0.005
13,14,0.005
47,-66,0.001
46,87,0.001
-11,28,0.004
56,97,0.001
-38,-72,0.014
47,15,0.013
44,7,0.005
24,-14,0
23,41,0.004
19,102,0.008
34,-100,0.001
-36,-62,0.002
-23,-49,0.028
44,-106,0.001
62,54,0.001
58,49,0.003
38,48,0.018
34,43,0.005
15,15,0.001
14,-14,0.006
10,-11,0.011
61,62,0
38,-97,0.007
34,-2,0.028
15,-96,0.005
49,44,0.004
48,-71,0.007
2,43,0.007
-28,-62,0.001
1,24,0.003
-18,50,0.015
16,106,0.017
53,-8,0.006
26,100,0.023
40,115,0.06
38,121,0.001
16,-7,0.002
-22,-56,0.002
12,-12,0.005
49,-118,0.001
48,143,0.001
5,121,0.011
36,-3,0.007
-31,-59,0.003
6,-71,0.004
40,-111,0.044
39,106,0.001
54,64,0.002
50,59,0.002
26,37,0.002
41,81,0.006
3,22,0.006
-21,16,0
51,123,0.002
50,-114,0.007
45,29,0.033
21,43,0.015
57,10,0.005
-3,17,0.006
-6,37,0.01
-7,-50,0.002
30,132,0.001
60,19,0.001
17,-11,0.001
32,105,0.019
31,-110,0.008
28,36,0.002
8,-9,0.014
-30,-62,0.001
-15,34,0.031
55,73,0.003
51,70,0.001
-3,119,0.002
31,67,0.006
28,-109,0.004
27,64,0.003
4,9,0.033
21,90,0.012
-1,18,0.002
-2,-77,0.002
-5,-49,0.003
-8,141,0.001
46,18,0.018
43,116,0.001
22,28,0
-17,-45,0.002
-2,30,0.127
-6,105,0.041
-25,29,0.01
46,-95,0.003
-11,39,0.013
57,50,0.003
37,59,0.009
33,56,0.001
28,96,0.004
9,30,0.006
-10,28,0.003
-33,-71,0.026
-15,36,0.035
56,22,0.008
37,-84,0.016
-4,-79,0.025
13,-14,0.015
9,-5,0.017
46,131,0.052
43,-97,0.002
24,39,0.004
0,29,0.018
-23,30,0.002
47,51,0.001
43,48,0.014
24,-106,0.003
23,45,0.005
1,101,0.016
15,98,0.011
-23,-69,0.001
14,-61,0.008
11,31,0.007
-9,-36,0.031
25,80,0.095
62,66,0.003
58,69,0.004
38,76,0.002
35,118,0.216
37,111,0.048
15,-13,0.005
11,-16,0.001
10,25,0.005
-9,114,0.113
5,-54,0.001
53,75,0.002
49,72,0.001
29,49,0.033
44,144,0.002
25,46,0.005
5,47,0.002
2,15,0.002
-18,-50,0.005
-19,37,0.008
48,100,0
26,120,0.158
-12,-73,0.001
40,87,0
39,-84,0.089
36,26,0.001
35,-79,0.021
12,16,0.007
-7,110,0.119
-12,38,0.004
59,32,0.003
39,61,0.002
36,-87,0.012
35,66,0.006
30,-109,0.001
-8,-38,0.014
7,44,0.005
39,78,0.012
54,60,0.007
30,62,0.01
18,111,0.02
26,73,0.042
7,-3,0.014
17,-77,0.011
-3,-56,0.003
12,125,0.025
-7,-55,0
-27,-66,0.001
45,65,0
41,62,0.008
-21,149,0.001
30,96,0.001
-37,-65,0
45,-110,0.001
-16,-62,0.001
-35,136,0.001
-20,-67,0
54,101,0.002
32,61,0.003
31,-90,0.006
28,64,0.002
8,27,0.002
-16,17,0.002
55,13,0.065
31,23,0.002
28,-81,0.071
42,-86,0.009
21,110,0.09
-1,38,0.087
33,118,0.185
-6,142,0.001
65,20,0
46,46,0
43,80,0.002
45,133,0.01
22,56,0.002
52,-105,0.001
9,-71,0.004
46,-67,0.003
-14,20,0.001
57,14,0.006
56,11,0.017
52,6,0.088
-38,176,0.009
24,92,0.29
-33,151,0.001
34,130,0.001
44,48,0
24,75,0.082
67,34,0.002
13,107,0.003
44,-65,0.002
43,44,0.025
58,-6,0.001
20,-75,0.04
1,129,0.001
11,27,0.005
14,49,0.007
-13,29,0.034
49,109,0
58,41,0.002
-37,-63,0.002
34,51,0.024
49,83,0.009
11,-84,0.008
-8,122,0
10,45,0.002
-18,31,0.021
-19,-68,0.001
53,31,0.015
5,19,0.002
48,88,0.003
-12,-61,0.007
-32,-58,0.006
40,59,0.004
39,-112,0
36,54,0.024
16,49,0.001
50,129,0.005
12,76,0.133
-20,26,0.001
39,33,0.049
-8,-34,0.066
29,108,0.096
7,16,0.006
3,-51,0
-17,26,0.003
-20,46,0.003
54,24,0.021
30,42,0.001
6,36,0.01
-25,-54,0.007
12,121,0.002
41,42,0.018
-29,-57,0.001
21,-157,0.023
18,99,0.031
36,130,0.02
17,32,0.001
32,114,0.097
-6,-35,0.043
-7,22,0.014
27,-106,0.001
45,-74,0.014
42,108,0.001
4,-77,0.002
41,-73,0.081
-16,-74,0.001
21,-76,0.01
52,102,0
31,10,0.001
-25,-61,0.001
9,119,0.007
46,-1,0.02
-1,74,0.001
5,-9,0.008
-29,25,0.009
42,13,0.047
4,96,0.004
18,39,0.001
33,-1,0.002
-5,-72,0.001
-30,152,0.001
-1,-80,0.015
-18,-58,0
22,99,0.009
52,18,0.027
13,41,0.012
-10,-44,0.001
24,96,0.011
23,-109,0.003
33,-99,0.001
44,44,0.025
43,-9,0.001
-4,24,0.014
13,79,0.101
47,11,0.026
44,-69,0.009
62,15,0
23,117,0.369
38,17,0.023
0,-52,0
34,-120,0.007
14,11,0.002
10,2,0.012
47,92,0
62,10,0.001
14,22,0.002
29,12,0.001
-9,-75,0.002
-13,-70,0.001
20,95,0.041
49,0,0.016
48,37,0.011
5,39,0.026
35,-96,0.006
-19,45,0.002
-22,-175,0.002
48,124,0.01
63,42,0
40,31,0.041
16,37,0.012
-8,19,0.004
26,-97,0.01
7,99,0.008
-32,25,0.001
40,-82,0.027
36,-79,0.027
17,77,0.089
-33,-64,0.005
50,24,0.02
27,103,0.043
-17,46,0.002
51,78,0.001
53,87,0.011
50,-121,0
30,6,0.001
7,-59,0.001
21,-14,0
-17,-65,0.004
-6,18,0.012
30,117,0.11
64,53,0.001
45,9,0.083
60,56,0
41,-122,0.001
17,28,0.001
-17,-51,0.002
31,-83,0.008
-7,34,0.005
-26,-64,0.002
41,-93,0.019
52,114,0.012
51,41,0.007
28,-8,0.001
4,30,0.002
-20,36,0.006
32,-84,0.012
31,79,0.005
46,43,0.003
8,-78,0.001
-34,117,0.001
19,41,0.002
6,-4,0.019
-2,23,0.004
-5,35,0.02
-6,134,0.001
57,101,0
19,-102,0.031
37,34,0.016
-2,114,0.007
-10,29,0.006
-11,21,0.001
0,101,0.018
-34,23,0.007
56,51,0.005
37,7,0.001
52,46,0.004
33,-116,0.019
13,13,0.007
47,-67,0.001
46,88,0.001
-11,27,0.006
56,98,0.001
47,14,0.022
44,8,0.03
0,12,0.001
23,40,0.005
19,101,0.024
34,-103,0.002
-23,-46,0.04
44,-105,0.001
58,50,0.02
20,-99,0.033
38,45,0.021
34,44,0.011
10,-10,0.005
-9,40,0.002
38,-96,0.002
34,-5,0.078
15,-97,0
49,43,0.002
48,-70,0.001
-9,132,0
2,44,0.007
1,23,0.003
16,107,0.009
53,-9,0.005
26,97,0.001
40,116,0.061
38,122,0.034
16,-6,0.001
12,-11,0.005
49,-119,0.007
-31,23,0
23,102,0.025
36,-2,0.012
7,135,0.001
-31,-56,0.003
6,-70,0.002
3,12,0.036
40,-110,0.001
39,105,0.001
54,61,0.006
50,60,0.002
30,55,0.003
26,38,0.003
41,84,0.007
3,21,0.011
2,112,0.01
51,122,0.002
12,98,0
-13,-41,0.005
-3,20,0.003
-6,38,0.01
-7,-51,0.002
-27,26,0.008
42,145,0.002
60,20,0.001
32,106,0.06
31,-111,0.004
28,37,0.002
8,-8,0.013
-30,-65,0.002
-35,20,0.004
55,72,0.002
51,69,0.002
-3,114,0.006
31,66,0.023
28,-108,0.001
27,63,0.004
42,-77,0.01
4,10,0.036
21,89,0.055
-1,17,0.001
-3,-46,0.002
-5,-50,0.001
43,115,0
-2,35,0.039
-6,106,0.113
-25,28,0.003
46,-94,0.003
-4,-51,0.001
57,49,0.003
37,54,0.001
33,55,0.001
-9,148,0.002
28,97,0.001
9,29,0.009
-10,25,0.003
-15,35,0.048
56,23,0.007
37,-85,0.01
34,91,0
-4,-78,0.004
13,-15,0.022
46,132,0.034
43,-98,0.001
24,40,0.004
-4,138,0.003
0,30,0.049
-23,29,0.003
-30,-53,0.014
47,50,0.001
43,47,0.019
24,-105,0.005
23,76,0.101
1,104,0.195
-4,-48,0.002
14,-60,0.006
11,30,0.007
-9,-37,0.009
25,79,0.102
-13,24,0.001
38,73,0.001
35,117,0.26
37,122,0.098
15,-14,0.004
10,26,0.003
5,-55,0.011
1,-58,0
53,70,0.007
29,52,0.019
44,145,0.001
25,45,0.005
2,16,0.001
-18,-45,0.001
-8,-75,0.001
26,117,0.051
-12,-72,0.001
25,-98,0.015
40,88,0
39,-85,0.016
36,27,0
50,94,0
12,17,0.007
-7,109,0.219
-12,39,0.006
62,131,0
59,31,0.082
39,60,0.002
36,-86,0.036
35,65,0.014
30,-108,0.001
-8,-37,0.015
7,43,0.005
39,77,0.027
-20,47,0.021
54,57,0.036
30,67,0.032
26,74,0.065
7,-4,0.021
-3,-57,0.001
12,126,0.01
45,68,0
41,61,0.043
21,74,0.105
30,93,0.001
45,-111,0.002
42,133,0.005
-29,-63,0.002
-20,-66,0.004
54,102,0.001
-40,-71,0.002
32,62,0.002
31,-91,0.004
28,65,0.002
8,28,0.007
-16,18,0.001
55,44,0.012
32,-83,0.015
31,22,0.008
28,-80,0.016
9,78,0.146
42,-89,0.019
21,109,0.026
-1,37,0.078
33,117,0.21
-6,155,0.002
43,79,0.003
45,136,0
42,58,0.001
4,117,0.003
22,53,0.002
52,-104,0.001
9,-68,0.018
46,-66,0.001
-14,17,0.011
57,13,0.021
0,100,0.022
52,7,0.059
10,122,0.005
-33,-57,0.002
24,85,0.181
-33,150,0.001
34,127,0.022
-5,117,0.001
-24,-55,0.003
43,-102,0.001
24,76,0.069
-10,-71,0
20,71,0.026
-36,-71,0.018
67,33,0.003
13,102,0.049
44,-64,0.003
43,43,0.012
23,80,0.084
20,-74,0.009
0,-79,0.014
11,26,0.009
-13,36,0.002
61,24,0.011
58,42,0.003
-10,126,0.006
34,52,0.021
49,86,0.001
11,-85,0.009
48,-93,0.001
10,46,0.001
-18,32,0.039
-19,-69,0.004
53,42,0.006
29,24,0.001
5,118,0.01
5,14,0.003
14,39,0.034
48,129,0.006
-12,-60,0.002
-32,-57,0.003
40,60,0.003
36,55,0.026
16,50,0.003
50,130,0.002
12,45,0.012
-45,-68,0
39,32,0.02
29,107,0.298
7,15,0.003
-17,25,0.001
54,21,0.025
53,94,0.001
30,31,0.197
6,33,0.004
12,122,0.019
64,34,0
41,41,0.002
18,100,0.04
17,31,0.001
51,-109,0
32,115,0.139
-7,21,0.015
27,-107,0.003
45,-75,0.039
4,-76,0.02
41,-70,0.018
3,127,0.001
-16,-73,0.001
21,-77,0.017
52,103,0.001
-40,-67,0.001
31,9,0.002
32,-111,0.01
31,122,0.593
46,0,0.018
18,-11,0.001
-36,151,0.002
42,14,0.027
4,97,0.017
6,6,0.062
33,2,0.001
-5,-73,0.008
-15,-50,0.001
22,100,0.018
0,120,0.001
52,19,0.028
13,44,0.063
47,-88,0.001
-10,-47,0.001
24,121,0.108
23,-110,0.003
33,-96,0.028
-13,38,0.001
44,13,0.026
-4,25,0.005
47,10,0.055
44,-68,0.005
62,16,0.001
23,116,0.13
38,18,0
-38,-59,0.004
14,12,0.001
-36,145,0.001
10,-1,0.014
47,91,0.001
-9,123,0.012
-40,177,0.005
14,27,0.001
48,-105,0
29,11,0
-9,-76,0.004
-13,-71,0.001
20,96,0.064
53,-2,0.203
49,-1,0.011
48,38,0.063
38,99,0.001
35,-97,0.037
-19,48,0.071
53,-109,0.001
48,117,0
63,41,0
40,32,0.028
16,38,0.004
-4,-42,0.009
-8,20,0.002
-12,-49,0.001
-4,31,0.043
-32,26,0.001
40,-81,0.027
36,-78,0.012
17,80,0.111
50,21,0.045
27,102,0.019
26,15,0.001
3,48,0
-17,45,0.001
51,77,0.001
50,-120,0.003
30,11,0.001
-33,-69,0.006
7,-60,0
41,-8,0.097
21,-15,0.001
-17,-66,0.003
-6,15,0.021
30,118,0.1
-37,-72,0.021
64,54,0
45,12,0.085
60,57,0
41,-123,0.001
17,27,0.001
-7,33,0.005
3,107,0.001
52,115,0.001
51,32,0.021
27,34,0.003
4,31,0.006
-53,-70,0
-1,124,0.002
32,-91,0.004
31,78,0.057
46,44,0.002
8,-77,0.002
-4,142,0.002
-34,118,0
19,32,0.001
-2,24,0.004
-5,34,0.019
69,18,0
57,104,0.001
19,-103,0.023
37,33,0.018
-2,135,0.001
-10,30,0.005
-14,-39,0.021
-4,115,0.052
-34,24,0.002
56,52,0.005
52,47,0.004
33,-117,0.158
13,16,0.004
-27,152,0.001
47,-52,0.006
46,85,0.004
24,125,0.002
-14,-52,0.001
-34,-57,0.003
56,99,0.001
47,13,0.024
44,9,0.05
24,-12,0
23,39,0.003
34,-102,0.002
-23,-47,0.108
-42,148,0.003
44,-104,0
58,47,0.001
20,-98,0.042
38,46,0.022
35,80,0.001
34,41,0.008
14,-24,0.001
10,35,0.007
-9,39,0.004
61,64,0.001
38,-99,0.001
34,-4,0.047
49,14,0.023
48,-69,0.001
2,41,0.003
1,26,0.002
16,108,0.051
-22,35,0.003
48,74,0
26,98,0.001
40,109,0.004
38,127,0.065
16,-5,0
50,87,0
12,-10,0.003
49,-116,0.001
-31,26,0.002
40,4,0
-20,-40,0.015
-31,-57,0.003
6,-65,0.001
3,11,0.01
40,-109,0.001
39,104,0.003
54,62,0.012
50,57,0.002
30,56,0.007
26,51,0.021
41,83,0.005
3,28,0.004
-20,29,0.005
51,121,0.001
12,99,0.01
45,31,0
21,37,0
18,121,0.015
-3,19,0.007
-7,-48,0.003
-27,25,0.004
17,-9,0
54,111,0
32,107,0.068
31,-112,0.001
28,38,0.002
-30,-64,0.001
-35,19,0.04
55,71,0.001
52,143,0
51,76,0.005
-3,113,0.009
31,65,0.012
28,-107,0.004
27,62,0.003
42,-76,0.018
4,11,0.011
22,-81,0.015
21,92,0.025
-1,16,0.002
-39,-67,0.005
-2,-79,0.034
-5,-51,0
43,114,0.001
42,67,0.001
22,26,0
-2,36,0.008
-25,27,0.003
46,-105,0
57,52,0.002
33,58,0.001
28,98,0.001
9,32,0.004
-10,26,0.004
-15,38,0.006
56,24,0.012
37,-90,0.005
34,92,0
-12,-63,0.001
13,-12,0.002
46,129,0.016
43,-99,0.001
24,33,0.03
-14,-176,0
0,31,0.056
-23,32,0.002
47,49,0.001
43,46,0.032
24,-104,0.008
23,75,0.105
1,103,0.015
15,96,0.009
11,29,0.003
-43,-70,0
-9,-38,0.005
25,82,0.255
-13,23,0.001
38,74,0
37,121,0.127
15,-15,0.007
10,23,0.001
-32,142,0.001
5,-52,0.001
53,69,0.002
49,74,0.015
29,51,0.009
44,146,0
25,48,0.003
2,13,0.003
-18,-44,0.006
-29,-49,0.021
-8,-74,0.003
26,118,0.048
-12,-71,0
25,-99,0.006
40,81,0.006
39,-86,0.049
36,28,0.003
50,123,0.002
12,18,0.004
-7,112,0.079
-12,40,0.009
59,30,0.037
39,59,0.003
36,-85,0.007
35,56,0.002
-7,157,0
30,-111,0.001
-8,-36,0.01
7,42,0.002
-17,36,0.039
54,58,0.003
50,61,0
30,68,0.019
26,71,0.008
7,-5,0.025
-26,27,0.007
-27,-64,0.004
45,67,0.001
41,64,0
21,73,0.164
57,-3,0.003
30,94,0.001
45,-108,0.004
42,134,0
-16,-60,0
21,-102,0.037
-20,-65,0.01
-40,-70,0
32,63,0.006
28,66,0.002
8,21,0
-16,19,0
55,43,0.013
32,-82,0.006
31,21,0.018
9,77,0.26
42,-88,0.053
19,55,0
21,112,0.08
33,120,0.235
-6,156,0.001
65,22,0.002
43,78,0.015
45,135,0.001
4,118,0.012
22,54,0.003
52,-103,0
9,-69,0.032
-14,18,0.008
57,16,0.003
52,8,0.045
10,119,0.002
24,86,0.192
-33,149,0.002
34,128,0.027
-5,124,0.002
-24,-54,0.004
47,-124,0
43,-103,0.001
24,69,0.047
-11,121,0.001
20,72,0.008
13,101,0.354
44,-63,0.012
43,42,0.007
23,79,0.07
38,-5,0.005
0,-78,0.017
11,25,0.008
-9,-34,0.056
25,110,0.042
-13,35,0.007
61,23,0.003
58,39,0.001
34,49,0.042
49,85,0.003
11,-86,0.028
20,85,0.052
-18,29,0.009
53,41,0.005
5,13,0.004
48,130,0.013
63,20,0.001
-32,-56,0.003
40,53,0.002
36,56,0.004
16,51,0.001
50,127,0.005
12,46,0.008
39,31,0.017
54,11,0.022
16,-62,0
29,102,0.004
7,14,0.005
41,126,0.027
-17,24,0.002
54,22,0.009
53,93,0.001
30,32,0.714
6,34,0.002
12,123,0.008
64,35,0.001
41,44,0.015
18,97,0.036
17,34,0.004
-21,119,0
32,116,0.195
-7,24,0.063
27,-100,0.001
45,-72,0.014
41,-71,0.052
3,126,0.005
-16,-72,0.002
21,-82,0.002
52,104,0.014
-40,-66,0.001
32,35,0.07
31,8,0.001
32,-110,0.022
31,121,0.303
-29,-66,0.002
-38,144,0.004
42,27,0.015
4,98,0.021
19,-76,0.001
18,37,0.006
33,1,0.001
-5,-74,0.001
22,97,0.047
0,129,0.001
52,20,0.027
13,43,0.001
-10,-46,0.001
24,122,0.161
-9,15,0.006
-4,129,0.016
33,-97,0.013
44,14,0.001
-8,145,0.001
-4,26,0.002
47,9,0.103
-13,-50,0.001
23,115,0.122
38,23,0.01
14,9,0.013
10,0,0.032
47,90,0.001
14,28,0.001
5,-53,0
-8,128,0
29,6,0.001
-9,-77,0.009
20,97,0.038
53,-3,0.032
-3,107,0.011
49,2,0.04
48,39,0.079
38,100,0.001
35,-98,0.003
-19,47,0.01
53,-114,0.002
48,118,0
40,25,0.004
16,39,0.012
26,-99,0.003
-12,-48,0.003
-32,27,0.006
40,-80,0.046
36,-77,0.006
17,79,0.29
50,22,0.037
12,-71,0.001
27,101,0.013
7,50,0.002
41,106,0.001
3,47,0.004
-16,167,0.001
-21,49,0.011
51,84,0.001
30,12,0.001
7,-61,0.001
6,126,0.055
-25,-59,0.001
-17,-67,0.019
-6,16,0.017
30,123,0.025
8,127,0.015
45,11,0.065
60,58,0
-29,-54,0.008
-6,-65,0
-7,36,0.017
-26,-66,0
41,-107,0
52,116,0.001
51,31,0.005
32,-9,0.008
4,32,0.004
-53,-71,0
-1,123,0.004
32,-90,0.017
31,77,0.113
46,41,0.008
8,-76,0.013
19,31,0.001
-2,21,0.001
-5,33,0.015
48,95,0
5,-2,0.026
-10,148,0.011
37,36,0.039
-2,136,0.001
-10,35,0.013
-14,-38,0.003
-18,-65,0.007
-34,21,0.002
56,45,0.016
52,48,0.01
13,15,0.004
47,-53,0.003
46,86,0.002
24,126,0.002
-14,-55,0
-34,-56,0.002
56,100,0
-38,-61,0.002
47,28,0.04
44,10,0.026
-11,166,0
19,107,0.002
-23,-44,0.031
-24,33,0.001
44,-103,0.004
58,48,0.001
20,-97,0.052
35,79,0.001
34,42,0.004
15,28,0.001
10,36,0.003
-9,38,0.005
61,63,0.001
38,-98,0.002
49,13,0.025
48,-68,0.003
-2,104,0.034
2,42,0.003
1,25,0.004
16,101,0.047
-22,36,0.001
49,-98,0.002
48,75,0
26,95,0.088
40,110,0.046
2,-71,0.001
1,10,0.003
38,128,0.038
16,-4,0.001
12,-9,0.005
49,-117,0.002
63,76,0.003
-31,25,0.001
40,-3,0.185
35,27,0.001
-17,146,0.004
-31,-54,0.003
3,10,0.022
39,103,0.002
54,67,0.002
50,58,0.01
30,53,0.01
27,129,0.002
6,47,0.004
3,27,0.003
51,112,0.001
12,100,0.016
45,26,0.039
21,40,0.014
18,122,0.015
-14,-45,0.001
-3,14,0.001
-7,-49,0.003
30,87,0
-27,28,0.122
42,143,0.006
60,22,0.002
32,108,0.051
-17,-40,0.005
31,-113,0.001
28,39,0.001
-30,-67,0.002
55,70,0.002
51,75,0
-3,116,0.033
31,64,0.003
28,-106,0.013
27,61,0.002
42,-79,0.011
4,12,0.019
22,-80,0.029
21,91,0.01
-1,15,0.001
-2,-78,0.032
-5,-44,0.014
43,113,0.002
42,68,0.001
6,-3,0.023
-2,33,0.001
-6,104,0.002
-25,26,0.008
-28,-61,0.002
57,51,0.002
37,56,0.016
33,57,0
28,99,0.002
9,31,0.005
-15,37,0.007
22,121,0.1
56,17,0.003
37,-91,0.003
13,-13,0.006
46,130,0.022
43,-92,0.005
24,34,0.003
-22,166,0.001
0,32,0.037
-23,31,0.023
-5,144,0.003
47,48,0.001
43,45,0.024
24,-111,0.002
23,74,0.113
15,95,0.004
11,36,0.002
-43,-71,0.001
-9,-39,0.006
25,81,0.124
-13,22,0.001
15,-16,0.024
48,-119,0.001
10,24,0.005
5,38,0.027
20,122,0
53,72,0.001
49,73,0.016
-1,-48,0.004
29,46,0.002
-9,127,0.006
25,47,0.005
2,14,0.003
-18,-47,0.002
-19,34,0.007
49,-102,0.001
-8,-73,0.002
-12,-70,0
40,82,0.009
39,-87,0.009
50,124,0.001
12,19,0.002
-7,111,0.14
7,152,0.002
62,129,0.001
59,29,0.006
39,58,0.002
36,-84,0.01
35,55,0.002
30,-110,0.002
-8,-43,0.002
7,41,0.017
-17,35,0.015
54,31,0.012
50,62,0
30,65,0.002
26,72,0.01
7,-6,0.022
-27,-50,0.009
-26,28,0.03
-27,-65,0.032
45,62,0.001
41,63,0.002
21,76,0.101
